"163,""You can donate using credit card, debit card, or PayPal by clicking on the Donate button below each case or campaign. After completing your donation, please send us a copy of the transfer receipt to the following e-mail address: info@molhamteam.com""","Du kannst per Kreditkarte, Debitkarte oder PayPal zahlen, wenn du den ""Spenden"" Button anklickst, der sich unter jedem Fall und jeder Kampagne befindet. Wenn du deine Spende abgeschlossen hast, sende uns bitte eine Kopie des Überweisungsbelegs an folgende E-Mail-Adresse: info@molhamteam.com",,,,
"164,""Transfer offices and bank accounts""",Geldtransferanbieter und Bankverbindungen,,,,
"165,""For information about money transfer and our bank account in your country please contact us via E-mail: info@molhamteam.com""","Für Informationen zum Geldtransfer und unserer Kontoverbindung in deinem Land, kontaktiere uns bitte per E-Mail: info@molhamteam.com",,,,
"166,Notes",Notizen,,,,
"167,""Please don't include the word ",," in the transfer information.""",Bitte nutze nicht das Wort,Syrien,als Verwendungszweck.
"168,""Please sign up for our website to see all of your donations in &laquo",,"
169,The team pledges to keep all information about donors private.""","Bitte melde dich auf unserer Website an, um alle deine Spenden zu sehen unter",Meine Spenden,169 Das Team verpflichtet sich alle Daten von Spendern vertraulich zu behandeln. 
,,,,,
"170,""Everyone can see the received donations by Molham Team via the &laquo",," on the website. To maintain the privacy of the donor, people can only see the first and last two letters of the donor's name.""",Jeder kann die erhaltenen Spenden des Molham Teams einsehen in der,Transparenzliste,"auf der Website. Um die Privatsphäre der Spender zu wahren, sind nur der erste und die letzten beiden Buchstaben des jeweiligen Spenders sichtbar."
"171,""Following the completion of the transaction, you will receive a receipt voucher on your email.""",Nach erfolgreicher Transaktion erhältst du eine Empfangsbescheinigung an deine E-Mail-Adresse. ,,,,
"172,""Molham Volunteering Team Website""",Molham Volunteering Team Website,,,,
"173,""Website , team , Molham , volunteering , volunteer work , martyr , Molham , cases , campaigns , sponsorship , education , aid , donate , projects , revolution , Syrian , Syria , children , relief, molham events, molham village, molham gifts""","Website, Team, Molham, ehrenamtlich, Freiwilligentätigkeit, Märtyrer, Molham, Fälle, Kampagnen, Patenschaften, Bildung, Hilfe, spenden, Projekte, Revolution, syrisch, Syrien, Kinder, Hilfe, Molham Events, Molham Village, Molham Geschenke",,,,
"174,""Latest Cases""",Neuste Fälle,,,,
"175,""Donate for our projects""",Spende für unsere Projekte,,,,
"176,""Our most important campaigns in this year""",Unsere bedeutendsten Kampagnen des Jahres,,,,
"177,""Razan's Fund for Cancer Patients""",Razan´s Fonds für Krebspatienten,,,,
"178,""After international relief organizations discontinued support for Syrian refugees diagnosed with cancer, Molham Team took the lead to assist Razan, a young cancer patient, in her treatment journey. Afterwards, the Team established Razan&rsquo","s Fund for Cancer Patients, dedicated to cover cancer patients' treatment expenses.""","Nachdem internationale Hilfsorganisationen die Unterstützung für syrische Flüchtlinge mit Krebserkrankung eingestellt haben, hat das Molham Team die Verantwortung für Razan, einen jungen Krebspatienten übernommen  und begleitet ihn bei seinen Behandlungen. Aufgrund dessen gründete das Team Razan","s Fonds für Krebspatienten, zweckbestimmt für die Deckung der Kosten von Krebsbehandlungen.",,
"179,""Save Douma Campaign""",Rettet Duma Kampagne,,,,
"180,""due to the continues shelling in Doma , the Team launched an emergency campaign to provide medical and relief Supplies for the wounded and the martyred families.""","Aufgrund der anhaltenden Bombardierungen in Duma hat unser Team eine Notfall-Kampagne iniziiert, um medizinische und weitere Hilfsgüter für die Verwundeten und die Familien des Märtyrers zur Verfügung zu stellen.",,,,
"181,""Al Yarmook Camp Kitchen""",Al Yarmook Camp Küche,,,,
"182,""Because of the siege on Yarmook Camp and on the south Damascus, the team launched a campaign to support the kitchens there, also to distribute cash on an ongoing basis to the needy families .""","Bedingt durch die Belagerung des Yarmook Camps und des Südens von Damaskus, hat unser Team eine Kampagne gestartet, um die Küchen vor Ort zu unterstützen und Bargeld auf kontinuierlicher Basis an notleidende Familien zu verteilen. ",,,,
"183,""Give Warmth Campaign""",Schenke Wärme Kampagne,,,,
"184,""During Give Warmth campaign the team distributed winter Kits which included blankets, provide fire woods and diesel to families in Syria and in countries of asylum. winter clothes and boots especially for children as well.""","Während der ""Schenke Wärme"" Kampagne hat unser Team Winterausstattungen inklusive Decken, Feuerholz und Heizöl an Familien in Syrien und in weiteren Zufluchtsländern verteilt. ",,,,
"185,""Direct Donations""",Direkte Spenden,,,,
"186,""You can directly donate to the case or the hospital""",Du kannst direkt für den Fall oder an das Krankenhaus spenden.,,,,
"187,""Administrative Expenses""",Verwaltungskosten,,,,
"188,""0% of the donations is used for administrative expenses""",0% der Spenden werden für Verwaltungskosten verwendet.,,,,
"189,""Received Donations""",Erhaltene Spenden,,,,
"190,""Information on incoming donations are accessible to all""",Informationen zu eingehenden Spenden sind für alle sichtbar.,,,,
"191,""Participate as a volunteer""",Beteilige dich als Freiwillige/r,,,,
"192,""You are welcome to lend a helping hand in our campaigns""",Wir freuen uns über Unterstützung bei unseren Kampagnen.,,,,
"193,""A response campaign for Idlib City""",Eine Reaktionskampagne für die Stadt Idlib,,,,
"194,""To Provide  living essentials for families affected by shelling""","Um lebensnotwendige Güter für Familien zur Verfügung zu stellen, die unter den Bombardierungen leiden.",,,,
"195,""Donate for the campaign""",Spende für die Kampagne,,,,
"196,""Cases project in Molham Team""",Fallprojekt des Molham Teams,,,,
"197,""Campaigns project in Molham team""",Kampagnenprojekt des Molham Teams,,,,
"198,""Sponsorships Project in Molham Team""",Patenschaftsprojekt des Molham Teams,,,,
"199,""Education Project in Molham Team""",Bildungsprojekt des Molham Teams,,,,
"200,""All Cases""",Alle Fälle,,,,
"201,""All Campaigns""",Alle Kampagnen,,,,
"202,""All Sponsorships""",Alle Patenschaften,,,,
"203,""All Students""",Alle Studenten,,,,
"204,""Fully funded""",Vollständig finanziert,,,,
"205,More",Mehr,,,,
"206,""All rights reserved to Molham Volunteering Team""",Alle Rechte sind dem Molham Volunteering Team vorbehalten.,,,,
"207,""your account information will be private and you can look up the donations you have made by signing up with a new account""","Deine Accountinformationen sind privat und du kannst deine Spenden einsehen, wenn du dich mit einem neuen Account anmeldest.",,,,
"208,Close",Schließen,,,,
"209,""Welcome to  Molham Volunteering Team family !!""",Willkommen in der Familie des Molham Volunteering Teams!!,,,,
"210,""Thank you for creating an account on our website""","Danke, dass du einen Account auf unserer Website erstellt hast.",,,,
"211,""Your account allows you to view your donations history and the updates on the website's sections.""",Dein Account ermöglicht es dir deine Spendenhistorie einzusehen,,,,
"212,""You can also view all donations received by the Team through the Transparency File.""","Du kannst alle Spenden, die das Team erhalten hat, in der Transparenzliste einsehen.",,,,
"213,""Your Molham Team account is successfully created""",Dein Molham Team Account wurde erfolgreich eingerichtet.,,,,
"214,""Your login information to your account""",Deine Login-Informationen zu deinem Account.,,,,
"215,""Use the link below to login to your account to change the password and your account information""","Logge dich unter folgendem Link ein, um dein Passwort und deine Accountinformationen zu ändern.",,,,
"216,""Thank you for your donation !!""",Danke für deine Spende!!,,,,
"217,""Thank you for your donation !!""",Danke für deine Spende!!,,,,
"218,""You can view the donation receipt for your donation using the following link""",Du kannst die Spendenbescheinigung für deine Spende unter folgendem Link ansehen.,,,,
"219,""Notice: In case of any errors or a problems in the amount or the donation please contact us on the following E-mail""","Beachte: Im Falle eines Fehlers oder eines Problems mit dem Betrag oder der Spende, kontaktiere uns bitte unter der folgenden E-Mail-Adresse",,,,
"220,""Thank you for your donation on Molham Giving Day""","Danke für deine Spende zum ""Molham-Tag des Gebens"".",,,,
"221,""You can check the receipt of your matched donation non Molham Giving Day in the link below""","Du kannst die Bescheinigung der verdoppelten Spende zum ""Molham-Tag des Gebens"" mit dem folgenden Link prüfen",,,,
"222,""It's our pleasure to join us the celebration on our anniversary and talk about your experience with us using the hashtag""","Wir freuen uns, wenn du Teil unserer Jubiläumsfeier bist und du den Hashtag nutzt, um über deine Erfahrungen mit uns zu berichten. ",,,,
"223,""Log in to your account to sponsor this case""","Melde dich mit deinem Account an, um diesen Fall zu unterstützen.",,,,
"224,""The collected amount is not equal to the spent amount due to educational projects and operational costs of ongoing projects in addition to orphan sponsorships for a year ahead of the current date.""",Der gesammelte Betrag entspricht nicht den Ausgabe- aufgrund der Projekte im Bildungsbereich und der Betriebskosten laufender Projekte. Zudem werden die Patenschaften für Waisenkinder ein Jahr im Voraus finanziert.,,,,
"225,""Respond - Aleppo""",Reaktion - Aleppo,,,,
"226,""Respond - Aleppo""",Reaktion - Aleppo,,,,
"227,""Total of Donations Received""",Gesamtbetrag der erhaltenen Spenden,,,,
"228,""Total of Donations Spent""",Gesamtbetrag der ausgegebenen Spenden,,,,
"229,""View Donations""",Spenden ansehen,,,,
"230,View",Ansicht,,,,
"231,""The name must be between 3-30 character!""",Der Name muss aus 3 bis 30 Buchstaben bestehen.,,,,
"232,""Pay for this time only!""",Einmalige Zahlung,,,,
"233,""Monthly sponsorship  (you can stop the sponsorship when you want )""",Monatliche Patenschaft (Du kannst die Patenschaft jederzeit beenden),,,,
"234,""For further information on how to make a donation or for further details on the sponsorship, contact us via email:""","Für weitere Informationen bezüglich des Spendenablaufs oder für weitere Details zum Thema Patenschaften, kontaktiere uns per E-Mail:",,,,
"235,""Thank you very much !! This case will be exclusively closed to your self and you will receive a monthly reminder .. and be moved to follow up payment process.""",Danke dir vielmals! Dieser Fall wird exklusiv für dich reserviert sein und du wirst eine monatliche Erinnerung erhalten...und veranlasst den Zahlungsprozess fortzusetzen. ,,,,
"236,""Follow-up donation process""",Spendenprozess fortsetzen,,,,
"237,""Do you want?""",Möchtest du?,,,,
"238,""I, and the one who looks after an orphan are like thisâœŒ Messenger of Allah, prophet Mohammed Peace Be Upon Him (ï·º) said, 'I, and the one who looks after an orphan, will be like this in heaven, then he raised his index and middle fingers together'.""","Ich und derjenige, der sich um einen Waisen kümmert, sind im Paradies so Der Gesandte Allahs, Prophet Mohammed, Segen und Heil auf ihm, sagte: „Ich und derjenige, der sich um einen Waisen kümmert, sind im Paradies so“, hielt seinen Zeigefinger und seinen Mittelfinger nebeneinander, wobei er sie spreizte und wieder zusammenführt.",,,,
"239,""5 dollars is the minimum amount to donate""",5 Dollar ist der Mindestbetrag um zu spenden.,,,,
"240,""Number of months""",Anzahl der Monate,,,,
"241,""Auto Monthly Payment Subscription""",Automatisiertes monatliches Zahlungsabonnement,,,,
"242,""Number of subscription months""",Anzahl der abonnierten Monate,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"247,Projects",Projekte,,,,
"248,""Your sponsorship request was approved successfully !!""",Deine Patenschaftsanfrage wurde erfolgreich genehmigt.,,,,
"249,""We wholeheartedly thank you !! upon your request, we have assigned you as the monthly sponsor of sponsorship number""",Wir danken dir von ganzem Herzen. Wir haben dich gemäß deiner Anfrage als monatlichen Paten eingetragen für die Patenschaft mit der Nummer,,,,
"250,""This sponsorship case will be exclusively closed to your kind self for donation""",Diese Patenschaft wird exklusiv für Spenden von dir reserviert. ,,,,
"251,""We will periodically be reminding you to deposit your monthly donation for her""","Wir werden dich regelmäßig daran erinnern, deine monatlichen Spenden für sie zu hinterlegen.",,,,
"252,""For more information concerning this sponsorship, or to cancel request please contact us on sponsorship department email""","Für weitere Informationen bezüglich dieser Patenschaft oder um deine Anfrage zu stornieren, wende dich bitte per Mail an die Patenschaftsabteilung.",,,,
"253,""We wholeheartedly thank you for your monthly subscription to automatic payment regarding sponsorship number""",Wir danken dir von ganzem Herzen für dein monatliches Abonnement zur automatischen Zahlung für die Patenschaft mit der Nummer,,,,
"254,""We would like to thank you again for your monthly subscription to automatic payment concerning sponsorship number""",Wir möchten dir nochmals danken für dein monatliches Abonnement zur automatischen Zahlung für die Patenschaft mit der Nummer,,,,
"255,""Number of subscription months""",Anzahl der abonnierten Monate,,,,
"256,""Number of remaining months""",Anzahl verbleibender Monate,,,,
"257,""Thank you for your monthly subscription concerning sponsorship number""",Danke für dein monatliches Abonnement zur automatischen Zahlung für die Patenschaft mit der Nummer,,,,
"258,""Remember your monthly electronic subscription concerning sponsorship number""",Denke an dein monatliches elektronisches Abonnement für die Patenschaft mit der Nummer,,,,
"259,Welcome",Willkommen,,,,
"260,""You can also view your receipt directly in Your Donations page through the following link""","Du kannst deine Bestätigung auch unter ""Meine Spenden"" über den folgenden Link einsehen",,,,
"261,""Page can not be displayed. Please login and try again.""",Die Seite kann nicht angezeigt werden. Btite melde dich erneut an.,,,,
"262,""Error !!""",Fehler!!,,,,
"263,""Sponsorship ID""",Patenschaft ID,,,,
"264,Category",Kategorie,,,,
"265,""Sponsoring Method""",Patenschaftsmethode,,,,
"266,""Total Months""",Monate Gesamt,,,,
"267,""Months Left""",Fehlende Monate,,,,
"268,""Start Date""",Startdatum,,,,
"269,""End Date""",Enddatum,,,,
"270,""Next Payment Date""",Nächster Zahlungstermin,,,,
"271,""My Sponsorships""",Meine Patenschaften,,,,
"272,""Total Sponsorships""",Gesamte Patenschaften,,,,
"273,""You have not subscribed to any sponsorship !!""",Du hast keine Patenschaft abonniert.,,,,
"274,""Your Sponsorships""",Deine Patenschaften,,,,
"275,""Cash Payment""",Barzahlung,,,,
"276,""Electronic Subscription""",Elektronisches Abonnement,,,,
"277,Completed",Abgeschlossen,,,,
"278,""Total Cases""",Fälle Gesamt,,,,
"279,""Total Campaigns""",Kampagnen Gesamt,,,,
"280,""Total Students""",Studenten Gesamt,,,,
"281,""Edit Profile""",Profil bearbeiten,,,,
"282,""My Account""",Mein Account,,,,
"283,""Case ID""",Fall ID,,,,
"284,""Campaign ID""",Kamagnen ID,,,,
"285,""Student ID""",Studenten ID,,,,
"286,Students",Studenten,,,,
"287,""Fully Funded""",Vollständig finanziert,,,,
"288,""Not Funded""",Nicht finanziert,,,,
"289,""The amount you entered is more than the remaining amount to fully fund this student""","Der eingegebene Betrag übersteigt den notwendigen Betrag, um diesen Student zu finanzieren.",,,,
"290,""Latest Campaigns""",Neuste Kampagnen,,,,
"291,""Latest Sponsorships""",Neuste Patenschaft,,,,
"292,""Latest Students""",Neuste/r Student/in,,,,
"293,""View All""",Zeige alles,,,,
"294,""We have registered your account on our website""",Wir haben deinen Account auf unserer Website registriert.,,,,
"295,""Your account information""",Deine Accountinformationen,,,,
"296,""You can access your account via the following link""",Du kannst deinen Account über den folgenden Link öffnen,,,,
"297,""You can also find all your donations through your donation page at the following link""",Du kannst alle deinen Spenden auf deiner Spendenseite aufrufen über den folgenden Link,,,,
"298,""Your donation has been successfully processed. You will receive an email receipt voucher shortly. Thank you very much!""",Deine Spende wurde erfolgreich durchgeführt. Du wirst in Kürze eine Empfangsbescheinigung per E-Mail erhalten. Vielen Dank!,,,,
"299,""We did not stop Zakat donation""",Wir haben die Zakat Spenden nicht beendet.,,,,
"300,""Click here to donate""",Klicke hier um zu spenden,,,,
"301,""Martyr Molham Fa'ez Tareefi""",Märtyrer Molham Fa'ez Tareefi,,,,
"302,""Note: In case your donation is dated a long time ago and you receive a receipt now, this means that your donation was just registered in our system since we are currently doing a funds inventroy for unregistered donations.""","Beachte: Falls deine Spende schon eine Weile her ist und du jetzt eine Bestätigung erhältst, bedeutet dies, dass deine Spende nun in unserem System registriert wurde, da wir derzeit eine Bestandsaufnahme der nicht registrierten Spenden durchführen.",,,,
"303,""Unspecified donation""",unbestimmte Spende,,,,
"304,""The price of one sheep""",Der Preis für ein Schaf,,,,
"305,""The price of two sheep.""",Der Preis für zwei Schafe,,,,
"306,""The price of three sheep""",Der Preis für drei Schafe,,,,
"307,""The price of four sheep""",Der Preis für vier Schafe,,,,
"308,""The price of 5 sheep""",Der Preis für fünf Schafe,,,,
"309,""The price of 6 sheep""",Der Preis für sechs Schafe,,,,
"310,""The price of one lamb""",Der Preis für ein Lamm,,,,
"311,Other",Andere,,,,
"312,""Do you want to document the Eid sacrifice through a video?""","Möchtest du, dass das Eid Opfer per Video dokumentiert wird?",,,,
"313,""Names of the individuals that you would wish to do the sacrifice for""",Namen der Personen denen du dieses Opfer schenken möchtest,,,,
"314,Yes",Ja,,,,
"315,""No, I do not want to document it using a video""","Nein, ich möchte nicht, dass es per Video dokumentiert wird",,,,
"316,""Yes, I want to document it using a video""","Ja, ich möchte, dass es per Video dokumentiert wird",,,,
"317,""Thank you for donating on Molham Giving Day... this receipt is for your duplicated donation that will be allocated to help Orphans and Children in school at refugee camps.""","Danke, dass du am ""Molham-Tag des Gebens"" gespendet hast...diese Bestätigung gilt für den verdoppelten Spendenbetrag, welcher dazu dient den Waisen und Kindern in den Schulen der Flüchtlingscamps zu helfen.",,,,
"318,""Your contribution will help save children lives in besieged Ghouta.  We greatly appreciate it!""","Dein Beitrag wird dabei helfen, das Leben der Kinder im belagerten Ghuta zu retten. Wir schätzen das sehr!",,,,
"319,""Amount in Dollar""",Betrag in Dollar,,,,
"320,""Molham Giving Day""",Molham-Tag des Gebens,,,,
"321,Hours",Stunden,,,,
"322,Minutes",Minuten,,,,
